customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,ValorCliente,GastoVsTiempo,Churn
6275-YDUVO,Female,0,No,No,2.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,-0.9766693850373956,1.3725737689208928,Yes
6986-IJDHX,Male,0,Yes,Yes,39.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,0.780044470715829,0.37580782438811483,Yes
2153-MREFK,Female,0,Yes,No,37.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,1.0849802646321929,0.7516101743004545,Yes
2929-ERCFZ,Female,0,Yes,Yes,8.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.5339768744989442,1.4187524427621125,Yes
1409-PHXTF,Male,1,Yes,No,54.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,2.33703042219858,0.5636676605752085,No
7629-WFGLW,Female,1,Yes,No,56.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,1.967134404241566,0.14105870562795728,No
3104-OWCGK,Male,0,Yes,Yes,60.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,1.9782135072862945,-0.08103181488434442,Yes
4322-RCYMT,Male,0,Yes,Yes,68.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),1.8715054927296637,-0.6734140207711443,Yes
4074-SJFFA,Female,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,-1.5452115198563923,0.5712196785053418,Yes
6478-HRRCZ,Male,0,Yes,No,32.0,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,0.05228852422841564,0.16167715698759955,No
2599-CIPQE,Male,0,Yes,Yes,71.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),3.208273233021937,0.06607803490562832,No
3198-VELRD,Female,0,Yes,Yes,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),-0.9519269775823062,1.307242237406472,Yes
8975-SKGRX,Male,0,Yes,No,71.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),3.472079552840893,0.2305677271518131,No
9103-CXVOK,Male,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,-2.1222037215546865,-0.35093312257532633,No
0611-DFXKO,Male,0,Yes,No,20.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,-0.03677501241271103,0.9562904555769142,Yes
6240-EURKS,Female,0,No,Yes,18.0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,-1.326660359128231,-0.38296060456126646,Yes
0384-RVBPI,Male,0,No,No,20.0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),-0.5580117146152392,0.31933752842070046,No
9237-HQITU,Female,0,No,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.2355582819557718,0.9645171260018295,Yes
4657-FWVFY,Female,0,Yes,Yes,40.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),1.1550596471419503,0.5979290261632288,No
9509-MPYOD,Female,0,No,No,35.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.1212064815135863,-1.1821957842150839,No
4114-QMKVN,Female,0,Yes,Yes,56.0,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),1.049119728554746,-0.5217872709070269,No
1482-OXZSY,Male,0,No,No,30.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.7041416575376462,0.9789352066998387,No
6656-GULJQ,Male,0,Yes,Yes,72.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),2.3223469783963897,-0.5901619075287713,No
9919-YLNNG,Female,0,No,No,42.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1.4419934630758158,0.7334971396887107,No
2999-AANRQ,Female,0,No,No,21.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),-0.39041726526500803,0.46651720541200997,No
8752-IMQOS,Male,0,Yes,Yes,5.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-2.004967153200697,-0.44218538625876186,No
8945-MUQUF,Male,0,No,No,51.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,1.6530114406966032,0.25980458537194623,Yes
3079-BCHLN,Male,0,Yes,No,47.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),-0.786737936164398,-1.5073741020181672,No
0506-YLVKJ,Male,0,Yes,Yes,46.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-0.812440256770771,-1.47408250643842,No
5130-YPIRV,Female,0,Yes,No,62.0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),1.3770870578775793,-0.5972358065417922,No
7661-CPURM,Male,0,No,No,19.0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),-0.10848344459267822,0.9493248511045468,No
3707-LRWZD,Female,0,No,No,32.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,0.44066684765792963,0.5027248473872324,Yes
1428-IEDPR,Male,0,No,No,52.0,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,2.171269199361935,0.5924126106209507,No
6368-TZZDT,Male,0,Yes,Yes,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-2.0343957520894103,-0.4336808061609693,No
5135-RDDQL,Female,0,Yes,Yes,63.0,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),0.7449041785971452,-1.155072559619872,No
7966-YOTQW,Male,0,No,No,10.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-1.1915181677180835,0.3282174183084634,No
1345-GKDZZ,Male,0,No,Yes,6.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.97807114337032,-0.4825778084415092,No
3791-LGQCY,Female,1,Yes,No,56.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2.1111000873974297,0.266843444059601,Yes
8097-VBQTZ,Male,0,No,No,54.0,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,1.0412499212839614,-0.44404649736546475,No
3315-TOTBP,Male,0,No,No,15.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.563807228288693,0.7561371445819965,Yes
7929-DMBCV,Female,0,Yes,No,20.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,-0.20615561516149458,0.7491389841674524,No
9961-JBNMK,Male,1,No,No,21.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.17379018334663227,1.1314471911284574,Yes
3099-OONVS,Male,0,Yes,Yes,25.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,-0.6355511850801634,-0.06749043434592639,No
4462-CYWMH,Male,1,Yes,No,62.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),2.057159528467464,-0.16564638546737684,No
1469-LBJQJ,Female,0,Yes,No,66.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,2.779820534359552,0.1050707693471475,No
9572-MTILT,Male,0,Yes,No,59.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,2.443792072493162,0.3378417407657011,Yes
3363-DTIVD,Male,0,Yes,Yes,71.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,3.0376467661171516,-0.022201409766101625,No
4003-OCTMP,Female,0,Yes,No,31.0,Yes,No,DSL,Yes,No,No,Yes,No,Yes,One year,Yes,Electronic check,-0.16085796382115905,0.02309405895146951,No
4994-OBRSZ,Male,0,No,Yes,14.0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),-0.6074703938423509,0.7855774299051316,No
0967-BMLBD,Female,0,Yes,Yes,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,-1.8353821103775871,-0.5959208886479292,No
0928-JMXNP,Male,1,Yes,No,4.0,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,-1.8597430416577108,-0.1599795089305542,No
4811-JBUVU,Male,0,No,No,30.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),0.47203952688579354,0.7079957022928759,No
8242-JSVBO,Male,0,No,No,7.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-1.491990551336782,0.14932238686964572,No
9127-QRZMH,Male,0,Yes,No,44.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),0.2745638024067739,-0.4264780020675864,No
4878-BUNFV,Male,0,Yes,Yes,42.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-0.9226829516951485,-1.3597563140819775,No
3583-EKAPL,Male,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,-1.5410901469871188,0.5778064842273466,Yes
9135-MGVPY,Male,0,Yes,No,69.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,2.209127097491127,-0.4798092474122118,No
5857-TYBCJ,Male,1,Yes,No,44.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,1.1681532983023897,0.3071869087384109,No
4925-LMHOK,Male,0,No,No,15.0,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),-0.9012570834809293,0.30258922677281425,Yes
9507-HSMMZ,Male,0,No,No,54.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-0.5629814674140025,-1.6831836844436259,No
7977-HXJKU,Male,0,No,Yes,21.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.5520825325672305,-0.8587300381325705,No
0027-KWYKW,Female,0,Yes,Yes,23.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.04380116582187256,0.7430065090322928,No
2969-QWUBZ,Female,0,No,No,2.0,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,-1.5640817171851151,0.4570170087737115,No
4291-SHSBH,Male,0,No,No,7.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.030841262810523,0.800468843233426,No
0206-OYVOC,Female,0,Yes,Yes,46.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-0.8433331310700897,-1.4976393110819812,No
7905-NJMXS,Male,1,Yes,No,7.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,-1.1309793296554096,0.6606659874192801,No
6177-PEVRA,Female,0,No,No,48.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),0.303470009422552,-0.6405130474169275,No
2929-QNSRW,Female,0,Yes,No,56.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,2.019898715570858,0.20860385719413113,Yes
9084-OAYKL,Male,0,No,No,58.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-0.4392583839883887,-1.7624895681387307,No
1075-BGWOH,Male,1,Yes,No,16.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,-0.03924624182727494,1.3186532764298229,Yes
8267-KFGYD,Male,0,No,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-2.1007725826344643,-0.31668173282090156,No
0378-XSZPU,Male,0,Yes,No,58.0,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),0.8852713684123731,-0.7868943724403056,Yes
3778-FOAQW,Female,0,Yes,No,24.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.4563429847577405,-0.9198915556323488,No
6985-HAYWX,Female,0,Yes,No,26.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.0018381515804411282,0.5469825035148607,No
0902-XKXPN,Male,0,Yes,Yes,69.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-0.1466645857271408,-2.0542093281953204,No
8382-SHQEH,Female,0,Yes,No,8.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,-0.6881802158871249,1.1738091747630988,Yes
8224-UAXBZ,Female,0,Yes,No,58.0,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,0.3450286743041007,-1.1523733785228367,No
8963-MQVYN,Female,0,No,Yes,22.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,-1.4923473551487298,-0.8603860359304515,No
2521-NPUZR,Male,0,Yes,No,70.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),2.8476332236102686,-0.10853570008748248,No
8612-GXIDD,Male,0,Yes,Yes,12.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-1.6908263483040726,-0.48144005811013335,No
0754-EEBDC,Male,0,Yes,Yes,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-2.0338010228476975,-0.4225617071346112,No
7802-EFKNY,Male,0,Yes,No,5.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.9219691004203658,-0.3146956850166035,Yes
7123-WQUHX,Male,0,No,No,38.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),0.9967042592662141,0.6203694484874462,No
6923-JHPMP,Female,0,No,No,2.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,-1.0819017816358387,1.2220869714837512,No
2581-VKIRT,Female,0,Yes,Yes,59.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,1.0617841837735547,-0.6810924236113158,No
3154-CFSZG,Male,0,Yes,Yes,47.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,1.2795705504392434,0.25289165840834454,No
8220-OCUFY,Female,0,No,No,21.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,-0.642929689779335,0.18916912366087915,No
2656-FMOKZ,Female,1,No,No,15.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,-0.5845834651012155,0.7148370344508648,Yes
6637-KYRCV,Female,0,Yes,Yes,5.0,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,-1.8126364006286149,-0.17019373656130002,No
9474-PHLYD,Female,0,No,No,15.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,-0.90119463349351,0.3263334950056941,Yes
5376-PCKNB,Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),3.0585482983794607,-0.07738195085476578,No
7605-SNLQG,Female,0,Yes,No,45.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0.03086427143339591,-0.6935719911544258,No
1116-FRYVH,Female,0,Yes,Yes,48.0,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,-0.1461824735070326,-1.046885823074723,No
3629-ZNKXA,Male,1,No,No,17.0,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.08130517099670517,1.3697929574778505,No
4011-ARPHK,Male,0,No,No,27.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,-0.6198892332449808,-0.22422109598513768,No
7446-KQISO,Male,0,Yes,Yes,45.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),1.774673571008242,0.8003053542523256,No
1465-VINDH,Female,0,Yes,Yes,10.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),-0.27486417716951816,1.569584835442019,Yes
3716-UVSPD,Male,0,No,No,1.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,-1.6350574484065554,0.4276273137656377,No
4391-LNRXK,Male,0,No,No,22.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.19972896467637405,1.0548233425921651,No
1047-NNCBF,Male,0,No,No,20.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),-0.4307641604484751,0.4788718503199707,No
5215-LNLDJ,Female,0,Yes,Yes,7.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.8655808751441627,-0.3719813012404317,No
6888-SBYAI,Male,0,No,No,1.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,-1.6119777603386234,0.4645134258088645,No
4104-PVRPS,Male,0,Yes,No,24.0,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,-0.6646188027909083,-0.06181491867824329,No
5220-AGAAX,Male,0,Yes,Yes,68.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-0.024442686903544123,-1.9374281329969452,No
8875-AKBYH,Male,1,No,No,20.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.1339938290845103,0.8357643554050636,No
7089-XXAYG,Male,0,Yes,No,25.0,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),-0.9929576407808619,-0.4855784984313067,No
6702-OHFWR,Male,1,No,No,1.0,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,-1.73397039726912,0.2695439764375231,Yes
6211-WHMYA,Female,1,No,No,64.0,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.5209634550606903,-1.3458411195319182,No
4049-ZPALD,Female,0,Yes,No,64.0,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),2.469749893653677,0.006667146696097952,No
6286-ZHAOK,Female,0,Yes,Yes,20.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),-1.4467083009773658,-0.6802451932217951,No
0080-OROZO,Female,0,No,No,35.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.9746926375697726,0.8085201063890285,No
0266-GMEAO,Male,0,Yes,Yes,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),3.3926724232045147,0.1655289828923452,No
8597-CWYHH,Male,0,No,No,43.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,1.1937916469399465,0.4710297984241059,No
9391-LMANN,Male,0,No,Yes,53.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,1.7759463686939847,0.235201376178276,No
4656-CAURT,Male,0,No,No,69.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.012094002804982447,-1.9647821382687665,No
1660-HSOOQ,Male,0,No,No,1.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,-1.6292875263895723,0.4368488417764444,Yes
6578-KRMAW,Male,0,No,No,32.0,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.6495877370644101,0.7437734456249968,No
0825-CPPQH,Female,0,Yes,No,71.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-0.11938962927695955,-2.1324297012613846,No
8859-DZTGQ,Male,0,No,No,33.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.1770685558772682,-1.1431230522386817,No
3675-YDUPJ,Male,0,No,No,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-1.861906400427406,-0.5751234925707788,No
6509-TSGWN,Female,0,Yes,Yes,37.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.9211365424581147,-1.0871247376206652,No
1410-RSCMR,Male,0,Yes,Yes,7.0,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),-1.0033225266169732,0.848102269337031,No
3164-YAXFY,Male,0,No,No,57.0,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.6489482213692672,-0.9246331273678848,No
0932-YIXYU,Female,0,No,No,47.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-0.7557760760066723,-1.5005888921556383,No
0018-NYROU,Female,0,Yes,No,5.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,-1.1362924420299831,0.8387490412642328,No
4446-BZKHU,Male,0,Yes,No,61.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,2.478941906121672,0.2560656326542026,Yes
7101-HRBLJ,Female,0,Yes,Yes,72.0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),2.325824567280793,-0.5863069951662221,No
7601-GNDYK,Male,0,Yes,Yes,35.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-1.1437615647589285,-1.2121472462688925,No
7901-TBKJX,Male,1,No,No,56.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,2.0901870174288084,0.28004256730850585,No
2974-GGUXS,Female,1,Yes,No,36.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.8123476280190498,0.597823841484337,No
3211-AAPKX,Male,0,No,No,20.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,0.17947659775449765,1.2022184058332803,No
9184-GALIL,Female,0,Yes,Yes,38.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-1.0331306505756008,-1.2663664496740994,No
6680-NENYN,Female,0,No,No,43.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,1.603998944545217,0.7177593264110598,Yes
4884-ZTHVF,Female,1,No,No,8.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.6675078373824519,1.2332813291264546,No
6202-JVYEU,Male,0,No,No,9.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,-1.8925164318565786,-0.5483426557881766,No
9742-XOKTS,Male,0,Yes,Yes,67.0,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,2.287896963058913,-0.3070637239012319,No
5858-EAFCZ,Male,0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,-1.7150120820704617,0.2998432827587452,No
0877-SDMBN,Female,0,No,No,54.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),2.104002407777479,0.404583852886155,Yes
5028-HTLJB,Male,1,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-2.1172580741115583,-0.34302895570892067,Yes
7299-GNVPL,Female,0,Yes,Yes,23.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,-0.007966467290789394,0.7577029271431591,No
5609-CEBID,Female,1,No,No,20.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.03473414867800592,1.0918766348271778,Yes
9314-IJWSQ,Female,0,Yes,Yes,14.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,-0.42315704440827584,1.0108438289382018,No
5651-WYIPH,Female,1,No,No,18.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),-0.9950915231543392,-9.485538368494991e-05,No
2834-SPCJV,Male,0,Yes,No,52.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,1.3604670034690416,-0.03330129399303345,Yes
7434-SHXLS,Female,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-2.103245406356028,-0.3206338162541043,Yes
7190-XHTWJ,Female,0,No,No,38.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-1.0592533782397189,-1.2959728840132678,No
9250-WYPLL,Female,0,No,No,5.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,-1.0113100229780605,1.011076117259993,Yes
7989-CHGTL,Male,0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,-2.1246765452762504,-0.3548852060085291,Yes
